AF-ORU,386818
MH-NMK,780
MH-RON,79
MH-ARN,1794
MH-JAL,1788
MH-WTJ,859
MH-WTN,97
MH-ENI,664
MH-MAJ,27797
MH-KIL,548
MH-UJA,364
MQ-U-A,376480
MR-07,62658
MR-02,294109
MR-06,272773
MR-09,80962
MR-05,312277
MR-03,325897
MR-01,430668
MR-12,19639
MR-04,335917
MR-NKC,958399
MR-10,267029
MR-11,53261
MR-08,123779
MU-GP,116211
MU-VP,387372
YT-U-A,279471
MX-SON,2850330
MX-BCN,3315766
MX-JAL,7844830
MX-YUC,2097175
MX-GRO,3533251
MX-NLE,5119504
MX-AGU,1312544
MX-OAX,3967889
MX-MOR,1903811
MX-COA,2954915
MX-CAM,899931
MX-CHH,3556574
MX-SIN,3210000
MX-ROO,1501562
MX-CHP,5217908
MX-TAM,3441698
MX-GUA,5853677
MX-BCS,712029
MX-DUR,1754754
MX-NAY,1181050
MX-PUE,6168883
MX-COL,711235
MX-VER,8112505
MX-MEX,16187608
MX-MIC,4584471
MX-DIF,8851080
MX-QUE,2038372
MX-SLP,2717820
MX-TAB,2395272
MX-ZAC,1579209
MC-U-A,8300
MN-035,101652
MN-041,132146
MN-059,46383
MN-071,101591
MN-055,115684
MN-065,57440
MN-069,87243
MN-067,62027
MN-053,65645
MN-043,87363
MN-051,61323
MN-061,76507
MN-057,72104
MN-073,94923
MN-1,1444669
MN-046,82604
MN-039,76019
ME-03,11073
ME-16,150977
ME-19,14031
ME-21,4204
MS-U-A,4649
MA-AGD,2676847
MA-TNT,70146
MA-TIZ,344831
MA-FIG,138325
MA-FES,4236892
MA-ERR,1635008
MA-MEK,4236892
MA-OUJ,46129
MA-CAS,6861739
MA-BEM,2520776
MA-RBA,577827
MA-BAH,297245
MA-ESI,339818
MA-NAD,522663
MA-MAR,4520569
MA-KEN,4580866
MA-OUA,499980
MA-HOC,1185576
MA-TET,1185576
MA-TNG,1185576
MA-LAA,367758
MZ-Q,5110787
MZ-I,1496824
MZ-S,2221803
MZ-N,6102867
MZ-A,1865976
MZ-B,1911237
MZ-L,1101170
MZ-MPM,2507098
MZ-P,2333278
MZ-T,2764169
MZ-G,1446654
MM-07,6184829
MM-16,3188807
MM-04,6165723
MM-11,1689441
MM-05,1408401
MM-03,3917055
MM-17,5824432
MM-01,5325347
MM-12,286627
MM-15,2054393
MM-13,1574079
MM-02,4867373
MM-06,7360703
NA-KU,86856
NA-ER,150809
NA-OH,71233
NA-OD,143903
NA-OT,181973
NA-KA,77421
NA-CA,90596
NA-ON,176674
NA-KE,115447
NA-HA,109781
NA-KH,342141
NR-14,10670
NP-BA,3008487
NP-SE,1000000
NP-KO,2335047
NP-DH,556191
NP-NA,2702073
NP-MA,2249636
NP-LU,2249636
NP-ME,2267472
NP-RA,579984
NP-BH,6069690
NP-KA,1570418
NP-GA,2403757
NP-JA,2702073
NP-SA,2267472
NL-NH,2879527
NL-LI,1117201
NL-NB,2562955
NL-DR,493682
NL-FL,423021
NL-FR,649957
NL-ZH,3708696
NL-UT,1354834
NL-OV,1162406
NC-U-A,271407
NZ-AUK,1642800
NZ-WKO,482100
NZ-CAN,628600
NZ-WGN,527800
NZ-NTL,188700
NZ-OTA,236200
NZ-WTC,32600
NZ-GIS,49300
NZ-STL,101200
NZ-TAS,54800
NZ-TKI,122700
NZ-HKB,173700
NZ-NSN,52900
NZ-MWT,234500
NZ-MBH,49200
NZ-BOP,324200
NI-AS,306510
NI-AN,480874
NI-RI,177668
NI-MN,1484462
NI-SJ,127225
NE-4,3402094
NE-8,1026848
NE-5,3328365
NE-1,487620
NE-7,3539764
NG-KT,7831319
NG-FC,3564126
NG-AK,5482177
NG-ON,4671695
NG-DE,5663362
NG-BA,6537314
NG-ED,4235595
NG-CR,3866269
NG-EN,4411119
NG-OY,7840864
NG-KW,3192893
NG-IM,5408756
NG-PL,4200442
NG-KD,8252366
NG-KN,13076892
NG-BO,5860183
NG-BE,5741815
NG-LA,17500000
NG-NI,5556247
NG-RI,7303924
NG-SO,4998090
NG-AD,4248436
NG-GO,3256962
NU-U-A,1620
MP-U-A,53883
NO-15,265181
NO-18,241948
NO-20,75886
NO-14,109623
NO-12,517601
NO-10,182922
NO-06,278028
NO-19,243311
NO-03,660987
NO-05,188945
NO-02,596704
NO-04,195443
NO-11,470907
NO-17,225248
NO-08,172527
NO-16,225248
NO-01,290412
NO-21,2939
NO-07,419396
OM-WU,42111
OM-MU,31425
OM-DA,326651
OM-BA,1380509
OM-BU,72917
OM-ZA,224225
OM-SH,121088
OM-MA,1475795
OM-ZU,458734
PK-SD,47886051
PK-PB,110012442
PK-NW,35525047
PK-NA,1249000
PK-BA,12344408
PK-JK,4045366
PK-TA,5001676
PW-004,17907
PA-KY,33109
PA-5,48378
PA-8,1249032
PA-7,89592
PA-1,125461
PA-6,109955
PA-4,416873
PA-3,241928
PA-10,464038
PA-2,233708
PA-9,226991
PG-WPD,201351
PG-CPM,269756
PG-EHG,579825
PG-MPL,674810
PG-NPP,186309
PG-ESW,328369
PG-SHM,510245
PG-MPM,493906
PG-SAN,450530
PG-MBA,276512
PG-WBK,264264
PG-NIK,194067
PG-MRL,50231
PG-EPW,432045
PG-NSB,249358
PG-CPK,376473
PG-GPK,158194
PG-HE,249449
PG-WHM,362850
PG-EBR,328369
PG-NCD,364125
PG-JI,343987
PY-16,11587
PY-1,179450
PY-11,1362893
PY-8,101783
PY-7,453692
PY-10,558672
PY-19,41106
PY-12,76348
PY-13,114917
PE-HUC,730871
PE-ICA,665592
PE-MDD,92024
PE-LOR,884144
PE-SAM,669973
PE-UCA,402445
PE-ANC,1039415
PE-LAM,1091535
PE-AYA,619338
PE-APU,418882
PE-CUS,1171503
PE-LIM,864853
PE-CAJ,1359023
PE-JUN,1091619
PE-PUN,1245508
PE-AMA,389700
PE-MOQ,159306
PE-TUM,191713
PE-ARE,1140810
PE-LAL,1539774
PE-TAC,274496
PE-PIU,1630772
PH-DAO,558958
PH-AUR,214336
PH-PLW,1104585
PH-ILI,2384415
PH-SUK,812095
PH-MSR,1564459
PH-ZAN,1011393
PH-BAS,459367
PH-ZMB,823888
PH-PAM,2609744
PH-ILN,593081
PH-U-A,
PH-ALB,1314826
PH-CAV,3678301
PH-MDC,487414
PH-SCO,1509735
PH-MAG,1473371
PH-DAV,1016332
PH-AGN,691566
PH-SUR,592250
PH-CAM,88478
PH-LAN,1019013
PH-SLU,824731
PH-LAS,1045429
PH-TAW,390715
PH-MSC,602126
PH-ZAS,633129
PH-SUN,485088
PH-ZSI,633129
PH-BEN,791590
PH-CAN,583313
PH-CAS,1952544
PH-BTN,17246
PH-LUN,786653
PH-CAG,1199320
PH-CAT,260964
PH-MAD,234521
PH-ISA,1593566
PH-LEY,1966768
PH-NEC,3059136
PH-WSA,780481
PH-NER,1354995
PH-AKL,574823
PH-NSA,632379
PH-MAS,892393
PH-CEB,4632359
PH-CAP,761384
PH-ANT,582012
PH-BOH,1313560
PH-ROM,292781
PH-BUK,1415226
PL-LU,2117619
PL-KP,2077775
PL-SL,4533565
PL-PM,2333523
PL-MA,3400577
PL-ZP,1701030
PL-LD,2466322
PL-MZ,5403412
PL-WP,3493969
PL-PK,2129015
PL-WN,1428983
PL-DS,2901225
PL-LB,1014548
PT-11,470930
PT-20,246772
PT-04,136252
PT-02,152758
PT-03,848185
PT-17,206661
PT-08,451006
PT-30,289000
PT-10,470930
PT-13,1817117
PT-15,851258
PT-18,377653
PR-U-A,3193694
QA-DA,956457
QA-RA,605712
KR-49,583284
KR-28,2954955
KR-46,1938136
KR-29,1490092
KR-45,1895882
KR-42,1549780
KR-48,3374725
KR-26,3411829
KR-31,1163690
KR-41,12239862
KR-11,9733509
KR-44,2064665
KR-47,2700328
KR-27,2489802
KR-43,1588633
RO-AR,430629
RO-BC,616168
RO-MM,478659
RO-B,1883425
RO-CT,684082
RO-CJ,691106
RO-CS,295579
RO-DJ,660544
RO-IS,772348
RO-BH,575398
RO-SB,397322
RO-SM,344360
RO-SV,634810
RO-TL,213083
RO-MS,550846
RO-TM,683540
RU-PRI,2071210
RU-SA,546695
RU-SAK,546695
RU-CE,1103686
RU-VLG,1269568
RU-AMU,902844
RU-KHA,1436570
RU-CHU,53824
RU-MAG,182726
RU-KAM,358801
RU-CHI,1155346
RU-IRK,2581705
RU-BU,981238
RU-ARK,1336539
RU-NEN,41546
RU-SPE,4662547
RU-MUR,892534
RU-NGR,694355
RU-PSK,760810
RU-KR,716281
RU-LEN,1669205
RU-KGD,955281
RU-KK,546072
RU-ALT,2607426
RU-AL,202947
RU-KEM,2899142
RU-KYA,2966042
RU-TY,305510
RU-NVS,2692251
RU-OMS,2079220
RU-TOM,1046039
RU-KDA,5125221
RU-DA,2576531
RU-STA,2735139
RU-KB,292410
RU-SE,710275
RU-IN,467294
RU-ROS,4404013
RU-AST,1005276
RU-KL,292410
RU-VGG,2699223
RU-CHE,3603339
RU-BA,4104336
RU-YAN,507006
RU-KHM,1432817
RU-UD,1570316
RU-KIR,1503529
RU-PER,2819421
RU-SVE,4486214
RU-TYU,3264841
RU-KGN,1019532
RU-KOS,736641
RU-MOS,6618538
RU-KLU,1041641
RU-IVA,1148329
RU-YAR,1367398
RU-BRY,1378941
RU-TVE,1471459
RU-BEL,1511620
RU-KRS,1019532
RU-LIP,1213499
RU-VOR,2378803
RU-ORL,860262
RU-TAM,1178443
RU-RYA,1227910
RU-TUL,1675758
RU-KO,736641
RU-NIZ,3524028
RU-TA,3779265
RU-ME,727979
RU-CU,1313754
RU-ULY,1382811
RU-ORE,124000
RU-PNZ,1452941
RU-MO,888766
RU-SAR,2668310
RU-SAM,3239737
RU-SMO,1049574
RW-04,2471239
RW-05,2589975
RW-01,1132686
RW-03,1726370
BL-U-A,9793
KN-U-A,52441
LC-02,65656
LC-11,16284
MF-U-A,35334
PM-ML,3000
PM-SP,3000
VC-U-A,
VC-06,9200
VC-04,51400
WS-VS,6543
WS-AA,23265
WS-TU,95907
WS-PA,9300
ST-P,8420
ST-S,193380
SA-14,476172
SA-04,4900325
SA-11,476172
SA-01,8216284
SA-09,1567547
SA-05,1215858
SA-08,375310
SA-06,699774
SA-02,508475
SA-03,1423935
SA-10,582243
SA-12,508475
SA-07,910030
SN-DK,3137196
SN-KD,714392
SN-ZG,549151
SN-FK,835352
SN-SL,908942
SN-TC,681310
RS-00,1166763
RS-07,311053
RS-20,373404
RS-06,615371
SC-15,3506
SC-20,3245
SC-14,4056
SL-S,1438572
SL-W,1162065
SL-N,2502865
SL-E,1641012
SG-04,1901200
SG-03,1901200
SG-02,1901200
SX-U-A,41486
SK-BL,659598
SK-KI,800414
SK-BC,647875
SK-TA,563591
SK-PV,825022
SK-ZI,691368
SI-061,282994
SI-070,111374
SI-090,17882
SB-ML,137596
SB-MK,40419
SB-WE,76649
SB-RB,3041
SB-CH,26371
SB-IS,26158
SB-CT,64609
SB-GU,93613
SB-TE,21362
SB-CE,26051
SO-GA,800000
SO-GE,508405
SO-BR,719512
SO-BY,1467345
SO-NU,392698
SO-WO,1242003
SO-JH,267000
SO-BN,1650227
SO-HI,520685
SO-MU,717863
SO-SA,544123
SO-TO,721363
ZA-NC,1145861
ZA-NP,5404868
ZA-EC,6562053
ZA-FS,2745590
ZA-WC,5822734
ZA-NL,10267300
ZA-GT,12272263
ZA-NW,3509953
ZA-MP,4039939
ZA-U-A,
SS-23,2745000
SS-18,2745000
SS-17,2745000
SS-14,2745000
ES-CA,1236739
ES-CN,2045168
ES-CE,79294
ES-ML,76047
ES-CM,2084470
ES-V,4989631
ES-AN,8276017
ES-O,1084341
ES-PV,1153724
ES-CL,2547408
ES-CT,7463471
ES-EX,1096421
ES-CS,604274
ES-GA,2747226
ES-M,6373532
ES-GE,753046
ES-AR,1344184
ES-PM,1077103
ES-MU,1453545
ES-LO,319939
ES-NA,633017
ES-S,588518
LK-5,1555510
LK-1,5851130
LK-6,2380861
LK-2,2571557
LK-3,2477285
LK-4,1061315
LK-7,1266663
SD-DE,1119451
SD-13,1111859
SD-04,1472257
SD-01,833743
SD-24,832112
SD-02,1583179
SD-06,1369300
SD-25,1532085
SD-12,2086282
SD-05,2519071
SD-08,1140694
SD-09,2529370
SD-11,2890348
SD-26,1482053
SD-03,7993235
SD-07,5096920
SR-SI,37065
SR-MA,18294
SR-CR,3391
SR-PR,24700
SR-NI,34233
SR-PM,240924
SE-K,159606
SE-Q,579281
SE-F,363599
SE-T,304805
SE-W,287966
SE-D,297540
SE-M,1377827
SE-H,201469
SE-N,333848
SE-G,201469
SE-Z,130810
SE-BD,250093
SE-X,287382
SE-Y,245347
SE-AC,271736
SE-S,282414
SE-U,275845
SE-AB,2377081
SE-E,465495
SE-I,59686
CH-GE,499480
CH-VD,799145
CH-NE,176850
CH-VS,343955
CH-LU,409557
CH-BE,1034977
CH-TI,353343
CH-NW,43223
CH-SO,273194
CH-ZH,1520968
CH-SG,507697
CH-GR,198379
SY-HL,4867000
SY-DI,2831738
SY-DY,1239000
SY-HA,1512000
SY-LA,1008000
SY-HI,1803000
TJ-RR,2120000
TJ-KT,3274900
TJ-SU,2658400
TH-24,720113
TH-10,5787932
TH-16,755556
TH-72,846334
TH-23,229958
TH-21,734753
TH-50,1779254
TH-58,284138
TH-52,738316
TH-55,478227
TH-54,441726
TH-57,1298304
TH-41,1586646
TH-67,992451
TH-76,485191
TH-60,1059887
TH-63,665620
TH-64,595072
TH-65,865247
TH-53,453103
TH-84,1068010
TH-96,808020
TH-86,511304
TH-80,1561927
TH-81,476739
TH-90,1435968
TH-94,725104
TH-83,416582
TH-85,193370
TH-92,643164
TH-47,1153390
TH-32,1396831
TH-40,1802872
TH-42,642950
TH-31,1595747
TH-30,6752546
TH-34,1878146
TH-45,1305211
TH-48,719136
TH-20,1558301
TL-LA,64135
TL-DI,252884
TL-CO,64550
TL-BA,124061
TL-BO,98932
TL-OE,72230
TL-VI,77402
TG-K,769940
TG-M,2599955
TO-01,4945
TO-04,74611
TO-02,6125
TO-03,1232
TO-05,13738
TT-WTO,60874
TT-TUP,215119
TN-32,401477
TN-52,548828
TN-11,1056247
TN-71,337331
TN-81,374300
TN-82,479520
TN-83,149453
TN-61,955421
TN-72,107912
TN-51,674971
TR-17,542157
TR-06,5639076
TR-01,2237940
TR-03,729483
TR-07,2511700
TR-27,2069364
TR-37,379405
TR-42,2232374
TR-05,337800
TR-58,638956
TR-67,596053
TR-44,800165
TR-38,1407409
TR-60,612747
TR-20,1037208
TR-50,303010
TR-34,15519267
TR-09,1110972
TR-16,3056120
TR-10,1228650
TR-26,887475
TR-35,4367251
TR-64,370509
TR-41,1953035
TR-48,983142
TR-59,1055412
TR-43,579257
TR-23,591098
TR-21,1756353
TR-24,234747
TR-25,762062
TR-36,285410
TR-61,808974
TR-63,2073614
TR-65,1136757
TR-72,608659
TR-49,408809
TR-56,330280
TR-57,218243
TR-46,1154102
TR-04,536199
TR-02,626465
TR-47,838778
TR-73,529615
TR-30,280991
TR-31,1628894
TR-32,444914
TR-55,1348542
TR-12,279812
TR-52,754198
TR-76,199442
TM-B,479500
TM-A,785800
TM-M,1287700
TM-D,1196700
TM-L,1160300
TC-GT,6135
TC-MC,6135
TC-NC,6135
TC-PN,6135
TC-PR,6135
TC-SC,6135
TC-SL,6135
TV-FUN,6320
UG-303,782077
UG-102,1507080
UG-304,436345
UG-204,471242
UG-409,291113
UG-406,694992
UG-410,472629
UG-211,296833
UG-212,517082
UG-309,139012
UA-53,1400439
UA-32,1767940
UA-14,4165901
UA-09,2151833
UA-23,1705836
UA-12,3206477
UA-43,1081418
UA-63,2675598
UA-59,
UA-71,1206351
UA-35,945549
UA-18,1220193
UA-07,1035330
UA-68,1264705
UA-26,1373252
UA-46,2522021
UA-77,904374
UA-19,
UA-21,1256802
UA-65,1037640
UA-48,1131096
UA-51,2380308
UA-74,1005745
UA-05,1560394
AE-DU,4177059
AE-AZ,2784490
AE-FU,152000
AE-RK,416600
AE-SH,2374132
GB-NIR,1893667
GB-ENG,56286961
GB-SCT,5463300
GB-WLS,3152879
GB-U-A,
US-FL,21477737
US-AK,731545
US-CO,5758736
US-TX,28995881
US-MA,6892503
US-CA,39512223
US-AZ,7278717
US-IN,6732219
US-WA,7614893
US-IL,12671821
US-MO,6137428
US-LA,4648794
US-NY,19453561
US-OK,3956971
US-NC,10488084
US-PA,12801989
US-AL,4903185
US-NJ,8882190
US-MN,5639632
US-DC,705749
US-OR,4217737
US-KY,4467673
US-CT,3193694
US-VA,8535519
US-NV,308015
US-HI,1415872
US-MT,1068778
US-IA,3155070
US-MD,6045680
US-NE,1934408
US-MI,9986857
US-UT,3205958
US-WI,5822434
US-SD,884659
US-NM,2096829
US-GA,10617423
US-NH,1359711
US-WY,578759
US-AR,3017804
US-SC,5148714
US-OH,11689100
US-KS,2913314
US-TN,6829174
US-ND,762062
US-ME,1344212
US-RI,1059361
US-MS,2976149
US-WV,1792147
US-ID,1787065
US-VT,623989
US-DE,973764
UY-AR,73378
UY-CO,123203
UY-DU,57088
UY-MA,164300
UY-CL,84698
UY-CA,520187
UY-PA,113124
UY-RV,103493
UY-SA,124878
UY-TA,90053
UY-TT,48134
UY-RO,68088
UZ-AN,2965500
UZ-FA,3564800
UZ-NG,2652400
UZ-QR,1817500
UZ-XO,1776700
UZ-NW,942800
UZ-BU,1843500
UZ-QA,3088800
UZ-SA,3651700
UZ-SU,2462300
UZ-TO,2829300
VU-TOB,10161
VU-SEE,97602
VU-MAP,40928
VU-PAM,32543
VU-SAM,54184
VU-TAE,37050
VN-U-A,
VN-52,1199653
VN-24,895430
VN-28,540438
VN-33,1869322
VN-29,1231697
VN-61,1892254
VN-59,1194476
VN-34,1231107
VN-43,1148313
VN-02,730420
VN-01,460196
VN-35,1296906
VN-60,
VN-15,8053663
VN-05,1248415
VN-56,1368840
VN-31,1486918
VN-30,1513847
VN-47,1723067
VN-07,784811
VN-40,1230808
VN-49,1022791
VN-23,1288866
VN-21,3640128
VN-26,1128620
VN-44,1908352
VN-13,1320324
EH-U-A,567402
YE-AD,1087653
YE-SN,2279665
YE-AB,658824
YE-BA,835683
YE-SD,987663
YE-MR,400000
YE-HU,3774914
YE-MA,504696
YE-HD,1329085
YE-TA,4554443
ZM-05,1430543
ZM-03,1961269
ZM-09,3186336
ZM-08,2642132
ZM-01,1041500
ZM-07,1852361
ZM-04,1215294
ZM-06,902631
ZW-MW,1501656
ZW-BU,653337
ZW-MA,1752698
ZW-MV,1485090
ZW-MN,749017
ZW-HA,2123132
ZW-MI,1614941
RE-U-A,859959
VE-W,
VE-Z,
VE-B,
VE-C,
VE-D,
VE-E,
VE-F,
VE-G,
VE-H,
VE-Y,
VE-I,
VE-J,
VE-K,
VE-L,
VE-M,
VE-N,
VE-O,
VE-P,
VE-R,
VE-S,
VE-T,
VE-X,
VE-U,
VE-V,
TZ-01,
TZ-02,
TZ-03,
TZ-27,
TZ-04,
TZ-05,
TZ-06,
TZ-07,
TZ-28,
TZ-08,
TZ-09,
TZ-10,
TZ-11,
TZ-12,
TZ-26,
TZ-13,
TZ-14,
TZ-15,
TZ-16,
TZ-17,
TZ-18,
TZ-29,
TZ-19,
TZ-20,
TZ-21,
TZ-22,
TZ-30,
TZ-23,
TZ-31,
TZ-24,
TZ-25,
MD-GA,
MD-BA,
MD-BD,
MD-CU,
MD-AN,
MD-BS,
MD-BR,
MD-CA,
MD-CT,
MD-CL,
MD-CS,
MD-CM,
MD-CR,
MD-DO,
MD-DR,
MD-DU,
MD-ED,
MD-FA,
MD-FL,
MD-GL,
MD-HI,
MD-IA,
MD-LE,
MD-NI,
MD-OC,
MD-OR,
MD-RE,
MD-RI,
MD-SI,
MD-SO,
MD-ST,
MD-SD,
MD-SV,
MD-TA,
MD-TE,
MD-UN,
MD-SN,
